140_PP 140_485 CC,Center,Type,Revice Date(RD),FP Notice Date,Days from RD to FP Notice Date,,FP Date,Walk in?,Location,AP_EAD AD,Days from RD to AP_EAD AD,485 AD,Days from RD,Days from FP Date to 485 AD,Days from RD to 485 AD
"PP, nonCC",NSC,EB1A,6/8/15,7/12/15,34,7/31/15,7/16/15,Yes,WA,,,3/26/16,292,254,292
"PP, nonCC",NSC,EB1A,6/8/15,7/10/15,32,7/27/15,7/27/15,No,TX,8/19/15,72,Blessing,717,,
"PP, nonCC",NSC,EB1B,6/8/15,7/10/15,32,7/27/15,7/17/15,Yes,CA,8/19/15,72,9/9/15,93,54,93
"nonPP, nonCC",NSC,EB2,6/3/15,7/11/15,38,7/29/15,7/17/15,Yes,MO,,,Blessing,722,,
"PP,CC",NSC,EB1B,6/1/15,7/2/15,31,7/16/15,7/16/15,No,CA,,,Blessing,724,,
"PP, nonCC",NSC,EB1A,5/29/15,6/26/15,28,7/17/15,7/17/15,No,IA,8/10/15,73,Blessing,727,,
"PP,nonCC",NSC,EB1B,5/28/15,6/30/15,33,7/13/15,7/13/15,Yes,MI,8/10/15,74,4/26/16,334,260,334
"PP, nonCC",NSC,EB1B,5/28/15,6/27/15,30,7/13/15,7/8/15,Yes,CA,8/5/15,69,Blessing,728,,
"nonPP, CC",NSC,EB1A,5/27/15,6/26/15,30,7/9/15,7/15/15,Yes,IN,8/5/15,70,10/21/15,147,98,147
"PP, nonCC",NSC,EB1A,5/26/15,6/27/15,32,7/6/15,7/6/15,No,CA,8/1/15,67,Blessing,730,,
"nonPP, nonCC",NSC,EB1A,5/26/15,6/27/15,32,7/16/15,7/14/15,Yes,MI,7/28/15,,9/16/15,113,64,113
"PP, nonCC",NSC,EB1A,5/26/15,6/26/15,31,7/16/15,7/7/15,Yes,MI,7/31/15,66,Blessing,730,,
"PP, nonCC",NSC,EB1A,5/26/15,6/25/15,30,7/7/15,6/29/15,Yes,WA,7/21/15,56,8/12/15,78,44,78
"PP, nonCC",NSC,EB1B,5/26/15,6/27/15,32,7/13/15,7/7/15,Yes,AZ,8/4/15,70,8/6/15,72,30,72
"PP, nonCC",NSC,EB1A,5/20/15,6/20/15,31,7/10/15,7/1/15,Yes,CA,7/30/15,71,4/12/16,328,,328
"PP, nonCC",NSC,EB1A,5/20/15,6/20/15,31,7/8/15,7/8/15,No,CA,7/28/15,69,8/3/15,75,26,75
"PP, nonCC",NSC,EB1A,5/20/15,6/26/15,37,7/17/15,7/8/15,Yes,WI,8/19/15,91,4/4/16,320,271,320
"PP, nonCC",NSC,EB1B,5/19/15,6/20/15,32,7/7/15,6/26/15,Yes,AZ,,,7/22/15,64,26,64
"PP, CC",NSC,EB1B,5/18/15,,,6/30/15,6/12/15,Yes,CA,7/24/15,67,Blessing,738,,
nonPP,TSC,EB1A,5/16/15,,,7/31/15,7/31/15,No,NJ,,,Blessing,740,,
"PP, nonCC",NSC,EB1B,5/15/15,6/12/15,28,6/29/15,6/22/15,Yes,CA,7/23/15,69,8/6/15,83,45,83
"PP, nonCC",NSC,EB1B,5/14/15,6/13/15,30,6/30/15,6/30/15,No,CO,,,8/14/15,92,45,92
"PP, nonCC",NSC,EB1A,5/13/15,6/12/15,30,6/29/15,6/19/15,Yes,CA,,,7/20/15,68,31,68
"PP, nonCC",NSC,EB1A,5/11/15,6/8/15,28,6/25/15,6/25/15,No,CA,7/20/15,70,2/29/16,294,249,294
"PP, nonCC",NSC,EB1A,5/11/15,6/12/15,32,6/29/15,6/29/15,No,IN,7/14/15,64,7/31/15,81,32,81
"PP, nonCC",NSC,EB1B,5/11/15,6/13/15,33,6/30/15,6/23/15,Yes,IL,,,7/23/15,73,30,73
"nonPP, nonCC",NSC,EB1A,5/8/15,6/12/15,35,6/30/15,6/30/15,No,CA,7/13/15,66,10/1/15,146,90,90
"PP,CC",NSC,EB1B,5/8/15,5/23/15,15,6/11/15,6/1/15,Yes,WA,7/16/15,69,3/30/16,327,303,327
"PP, nonCC",NSC,EB1B,5/8/15,6/11/15,34,6/25/15,6/12/15,Yes,CA,7/21/15,74,3/30/16,327,292,327
"PP, nonCC",NSC,EB1B,5/8/15,6/13/15,36,6/30/15,6/19/15,Yes,CA,8/20/15,104,Blessing,,,
"nonPP, CC",NSC,EB1B,5/5/15,6/10/15,36,6/26/15,6/26/15,No,CA,7/11/15,72,Blessing,751,,
"PP, nonCC",NSC,EB1A,5/4/15,6/7/15,34,6/24/15,6/12/15,Yes,IN,,,7/7/15,64,25,64
"PP, nonCC",NSC,EB1A,5/4/15,,,,6/17/15,,,7/14/15,72,7/14/15,71,27,71
"PP, nonCC",NSC,EB1A,5/1/15,6/18/15,48,7/1/15,6/28/15,Yes,IN,7/13/15,74,2/25/16,300,242,300
"PP, nonCC",NSC,EB1A,5/1/15,6/6/15,36,,6/23/15,,,7/6/15,66,7/25/15,85,32,85
"PP, nonCC",NSC,EB1B,5/1/15,6/6/15,36,6/23/15,6/23/15,No,MN,8/3/15,94,Blessing,755,,
"PP, nonCC",NSC,EB1B,5/1/15,6/6/15,36,6/22/15,6/22/15,No,CA,7/21/15,81,8/4/15,95,43,95
"PP, nonCC",NSC,EB1B,5/1/15,6/6/15,36,6/23/15,6/12/15,Yes,CA,7/10/15,70,7/24/15,84,42,84
"nonPP, nonCC",NSC,EB2/EB1B,5/1/15,6/5/15,35,6/22/15,6/22/15,No,WI,7/13/15,73,8/4/15,95,43,95
"PP, nonCC",NSC,EB1A,4/30/15,6/18/15,48,6/29/15,6/29/15,No,IL,7/10/15,70,8/4/15,96,36,96
"PP, nonCC",NSC,EB1B,4/30/15,5/23/15,23,6/11/15,6/2/15,Yes,CA,7/9/15,70,12/10/15,224,191,224
"PP, nonCC",NSC,EB1B,4/30/15,6/6/15,37,6/25/15,6/25/15,No,WA,7/7/15,75,8/4/15,96,40,96
"PP,nonCC",NSC,EB1B,4/30/15,5/23/15,23,6/8/15,6/8/15,No,WI,,,6/18/15,49,10,49
"PP, CC",NSC,EB1A,4/28/15,5/30/15,32,6/19/15,6/10/15,Yes,AZ,7/9/15,72,Blessing,758,,
"nonPP, nonCC",NSC,EB1B,4/27/15,5/29/15,32,6/11/15,6/1/15,Yes,CA,7/8/15,72,8/7/15,102,67,102
"nonPP, nonCC",NSC,EB1B,4/27/15,5/30/15,33,6/17/15,6/9/15,Yes,CA,, ,6/22/15,56,13,56
"PP, nonCC",NSC,EB1A,4/24/15,,,,6/19/15,,,7/6/15,72,7/30/15,97,41,97
"PP, nonCC",NSC,EB1B,4/24/15,5/22/15,29,6/8/15,6/8/15,No,CA,,,2/3/16,285,240,285
"PP, nonCC",NSC,EB1B,4/23/15,5/23/15,30,6/12/15,6/12/15,No,UT,6/26/15,64,7/1/15,69,19,69
"PP, nonCC",NSC,EB1A,4/22/15,5/23/15,31,6/10/15,5/29/15,Yes,CA,7/6/15,75,1/28/16,281,244,281
"PP, CC",NSC,EB1B,4/21/15,5/8/15,18,5/28/15,5/28/15,No,CA,7/7/15,76,Blessing,765,,
"PP, nonCC",NSC,EB1A,4/20/15,5/28/15,38,6/10/15,6/10/15,No,CA,6/30/15,71,7/2/15,73,22,73
"PP, nonCC",NSC,EB1A,4/20/15,5/29/15,39,6/8/15,6/8/15,No,MI,6/29/15,70,7/2/15,73,24,73
"PP, nonCC",NSC,EB1B,4/20/15,5/16/15,26,6/3/15,6/3/15,No,MI,7/6/15,77,7/14/15,85,41,85
"PP, nonCC",NSC,EB1B,4/20/15,5/23/15,33,6/11/15,6/2/15,Yes,CA,,,Blessing,766,,
"PP, nonCC",NSC,EB1B,4/17/15,5/16/15,29,6/4/15,6/4/15,No,MN,,,6/24/15,68,20,68
,NSC,EB1A,4/15/15,5/8/15,23,5/29/05,5/29/15,No,CA,,,Blessing,771,,
"PP, nonCC",NSC,EB1A,4/10/15,,,,5/12/15,,,,,6/4/15,55,23,55
"PP, nonCC",NSC,EB1A,4/6/15,5/2/15,26,5/21/15,5/8/15,Yes,CA,6/17/15,72,1/19/16,288,256,288
"PP,nonCC",NSC,EB1A,4/3/15,5/8/15,35,5/27/15,5/27/15,No,CO,6/9/15,67,6/16/15,74,20,74
"PP, nonCC",NSC,EB1B,4/3/15,5/2/15,29,5/19/15,5/19/15,No,CA,6/12/15,70,6/25/15,83,37,83
"PP, nonCC",NSC,EB1A,4/2/15,5/2/15,30,5/21/15,5/8/15,Yes,CA,,,5/29/15,57,21,57
"PP, CC",NSC,EB1A,4/2/15,5/9/15,37,5/28/15,5/18/15,Yes,SC,6/10/15,69,12/1/15,243,197,243
"PP, no CC",NSC,N/A,4/2/15,5/8/15,36,5/28/15,5/8/15,Yes,CA,6/6/15,65,12/28/15,270,234,270
"PP, nonCC",NSC,EB1A,4/1/15,5/2/15,31,5/21/15,5/21/15,No,WI,6/9/15,69,1/20/16,785,,294
"PP, nonCC",NSC,EB1A,3/30/15,4/20/15,20,5/15/15,5/8/15,Yes,AZ,5/26/15,57,,,,
"nonPP, nonCC",NSC,EB1B,3/30/15,4/24/15,25,5/13/15,5/13/15,No,OH,6/8/15,70,7/20/15,112,68,112
"nonPP, nonCC",NSC,EB1A,3/26/15,4/24/15,29,5/15/15,5/11/15,Yes,NE,5/28/15,63,12/8/15,257,211,257
"PP, nonCC",NSC,EB1A,3/25/15,4/30/15,36,5/12/15,5/6/15,Yes,WA,6/9/15,76,6/11/15,78,36,78
"PP, CC",NSC,EB1A,3/25/15,,,4/30/15,4/30/15,No,MN,5/21/15,57,6/15/15,82,46,82
"PP, nonCC",NSC,EB1A,3/24/15,4/24/15,31,5/13/15,5/13/15,No,AZ,5/28/15,65,10/16/15,206,156,206
"PP, nonCC",NSC,EB1B,3/24/15,4/24/15,31,5/12/15,5/4/15,Yes,PA,5/26/15,63,Blessing,793,,
"PP, nonCC",NSC,EB1A,3/20/15,4/23/15,34,5/5/15,5/5/15,No,HI,5/26/15,67,11/19/15,244,198,244
"PP, nonCC",NSC,EB1A,3/20/15,4/20/15,31,4/30/15,4/30/15,No,IL,5/27/15,68,6/15/15,87,46,87
"PP, nonCC",NSC,EB1A,3/17/15,4/10/15,24,4/30/15,4/30/15,No,CA,6/2/15,77,Blessing,800,,
"PP, nonCC",NSC,EB1B,3/17/15,4/13/15,27,4/29/15,4/29/15,No,CA,5/6/15,50,6/17/15,92,49,92
"nonPP, nonCC",NSC,EB1B,3/17/15,4/10/15,24,4/27/15,4/27/15,No,MN,5/12/15,56,Blessing,800,,
,NSC,,3/16/15,,,,4/20/15,,,5/21/15,66,6/4/15,80,45,80
,NSC,,3/13/15,,,,,,,,,6/4/15,83,,83
"PP, nonCC",NSC,EB1A,3/10/15,,,,4/23/15,,,5/20/15,71,6/15/15,97,53,97
"nonPP, CC",NSC,EB1B,3/10/15,4/3/15,24,4/23/15,4/15/15,Yes,MI,5/19/15,70,Blessing,807,,
"nonPP, nonCC",NSC,EB1C,3/9/15,,,4/23/15,4/23/15,No,,5/26/15,78,6/4/15,87,42,87
"PP, nonCC",NSC,EB1B,3/6/15,4/13/15,38,4/27/15,4/22/15,Yes,CA,5/8/15,63,5/27/15,82,35,82
"PP, nonCC",NSC,EB1B,3/6/15,4/9/15,34,4/22/15,4/10/15,Yes,CA,5/21/15,76,Blessing,811,,
"nonPP, nonCC",NSC,EB1A,3/5/15,4/17/15,43,5/5/15,5/1/15,Yes,VA,5/7/15,63,6/5/15,92,35,92
"nonPP, nonCC",NSC,EB1A,3/5/15,4/11/15,37,4/30/15,4/20/15,Yes,WA,5/12/15,63,6/5/15,92,46,92
"PP, nonCC",NSC,EB1A,3/4/15,4/3/15,30,4/22/15,4/22/15,No,IN,5/15/15,72,Blessing,813,,
"PP, nonCC",NSC,EB1A,3/4/15,4/3/15,30,4/20/15,4/20/15,No,OH,5/15/15,72,2/16/16,349,302,349
PP. nonCC,NSC,EB1B,3/2/15,,,,,No,CA,5/12/15,71,Blessing,815,,
,NSC,,2/27/15,2/26/15,4/2/15,,,,,,,6/18/15,111,,111
"PP, nonCC",NSC,EB1A,2/25/15,4/3/15,37,4/16/15,4/16/15,No,IL,5/8/15,72,6/19/15,114,64,114
"nonPP,CC",NSC,EB1B,2/19/15,3/20/15,29,4/6/15,4/13/15,Yes,CA,5/6/15,76,Blessing,826,,
nonPP. nonCC,NSC,,2/19/15,,,,end march,,,5/9/15,79,5/22/15,92,~55,92
"PP,nonCC",NSC,EB1B,2/18/15,3/20/15,30,4/6/15,4/6/15,No,MN,4/21/15,62,6/9/15,111,64,111
"PP, CC",NSC,EB1A,2/17/15,3/15/15,26,3/31/15,3/24/15,Yes,CA,5/6/15,78,7/31/15,164,129,164
"PP, CC",NSC,EB1B,2/17/15,,,4/2/15,4/2/15,No,CA,4/16/15,58,Blessing,828,,
"nonPP, nonCC",NSC,EB1B,2/17/15,3/13/15,24,3/31/15,3/31/15,No,WI,4/23/15,65,5/29/15,101,59,101
"PP, nonCC",NSC,,2/17/15,,,,4/21/15,Yes,,4/30/15,72,5/27/15,99,36,99
,NSC,,2/17/15,,,,,,,5/6/15,78,6/4/15,107,,107
"PP, nonCC",NSC,EB1A,2/16/15,3/11/15,23,3/24/15,3/24/15,No,CA,5/12/15,85,Blessing,829,,
,NSC,,2/13/15,2/24/15,,3/31/15,3/24/15,Yes,,4/22/15,68,6/6/15,113,74,113
,NSC,,2/13/15,,,,,,,4/5/15,51,6/2/15,109,,109
"PP, CC",NSC,EB1B,2/11/15,3/13/15,30,3/30/15,3/30/15,No,AZ,4/28/15,76,Blessing,834,,
"nonPP, nonCC",NSC,NIW,2/11/15,3/11/15,29,3/25/15,3/25/15,No,CA,4/7/15,55,6/8/15,117,75,117
"PP, nonCC",NSC,EB1A,2/10/15,3/13/15,31,4/2/15,3/20/15,Yes,CA,4/13/15,62,6/2/15,112,74,112
"PP,nonCC",NSC,EB1A,2/9/15,3/6/15,25,3/26/15,3/16/15,W,MO,4/6/15,56,12/5/15,299,264,299
"PP, CC",NSC,EB1B,2/9/15,3/20/15,40,4/10/15,4/10/15,No,AZ,4/14/15,64,6/2/15,113,53,113
"PP,nonCC",NSC,EB1A,2/6/15,3/6/15,28,3/25/15,3/16/15,Yes,CA,4/6/15,59,5/21/15,104,66,104
"PP, nonCC",NSC,EB1B,2/6/15,3/10/15,32,3/25/15,3/25/15,No,CA,4/9/15,63,Blessing,839,,
"PP, nonCC",nsc,EB1B,2/6/15,,,,3/25/15,,,4/30/15,83,6/15/15,129,82,129
,NSC,,2/6/15,3/7/15,29,3/24/15,3/24/15,No,IL,,,Blessing,839,,
"PP, nonCC",NSC,EB1A,2/5/15,,,3/27/15,3/27/15,No,OH,4/6/15,60,Blessing,840,,
"PP, nonCC",NSC,EB1B,2/5/15,3/6/15,29,3/24/15,3/24/15,No,CA,,,Blessing,840,,
"PP, nonCC",NSC,EB1B,2/5/15,3/9/15,32,3/16/15,3/16/15,No,WA,4/6/15,60,6/29/15,144,105,144
"PP, nonCC",NSC,EB1B,2/5/15,3/11/15,34,3/25/15,3/13/15,Yes,MO,4/10/15,64,6/15/15,130,94,130
"nonPP, nonCC",NSC,EB1C,2/5/15,3/16/15,39,3/25/15,3/25/15,No,WA,4/12/15,66,12/16/15,314,266,314
"PP, nonCC",NSC,EB1B,2/3/15,3/12/15,37,3/27/15,3/13/15,Yes,CA,4/6/15,62,Blessing,842,,
"PP, nonCC",NSC,EB1A,2/2/15,,,3/27/15,3/27/15,Yes,CA,4/6/15,63,6/3/15,121,68,121
"PP, nonCC",NSC,EB1B,2/2/15,3/11/15,,3/18/15,3/18/15,No,CA,4/9/15,66,Blessing,843,,
"PP,CC",NSC,,1/30/15,2/6/15,7,2/25/15,2/25/15,No,CA,4/15/15,75,5/29/15,119,93,119
"nonPP, nonCC",NSC,EB1A,1/29/15,,,,3/19/15,,,4/6/15,67,5/27/15,118,69,118
"PP, nonCC",NSC,EB1B,1/28/15,2/4/15,7,3/27/15,3/27/15,No,Id,5/4/15,96,6/16/15,139,81,139
"PP, nonCC",NSC,EB1A,1/26/15,3/7/15,40,3/15/15,3/15/15,No,OR,4/3/15,67,5/29/15,123,75,123
"PP, CC",NSC,EB1A,1/26/15,2/20/15,25,3/11/15,3/11/15,No,MI,4/6/15,70,9/16/15,233,189,233
"PP, nonCC",NSC,EB1B,1/26/15,2/22/15,27,3/5/15,3/5/15,No,OR,4/7/15,71,Blessing,850,,
,NSC,,1/23/15,,,,,,,,,5/15/15,112,,112
"PP, nonCC",NSC,EB1A,1/22/15,2/19/15,28,3/11/15,3/11/15,No,CA,4/6/15,74,5/13/15,111,63,111
"PP, nonCC",NSC,EB1A,1/22/15,2/20/15,29,3/11/15,3/11/15,No,CO,4/7/15,75,5/28/15,126,78,126
,NSC,,1/22/15,,,,3/8/15,,,,,5/13/15,111,66,111
"PP, nonCC",NSC,EB1A,1/20/15,2/20/15,31,3/12/15,3/2/15,Yes,CA,4/14/15,84,Blessing,856,,
"PP, nonCC",NSC,EB1A,1/20/15,2/17/15,28,2/27/15,2/27/15,No,CA,,,7/24/15,185,147,185
"PP, nonCC",NSC,EB1B,1/20/15,2/13/15,24,3/2/15,2/24/15,Yes,WA,4/6/15,76,5/18/15,118,83,118
,NSC,,1/20/15,,,,,,,,,4/27/15,97,,97
,NSC,,1/16/15,,,,,,,4/9/15,83,4/30/15,104,,104
"PP, nonCC",NSC,EB1A,1/15/15,2/13/15,29,3/6/15,3/6/15,No,CO,4/6/15,81,5/26/15,131,81,131
"PP, nonCC",NSC,EB1B,1/15/15,2/13/15,29,3/3/15,3/3/15,No,UT,4/6/15,81,5/11/15,116,69,116
"PP, nonCC",NSC,EB1A,1/14/15,2/6/15,23,2/25/15,2/17/15,Yes,CA,4/6/15,82,9/16/15,245,211,245
"PP, nonCC",NSC,EB1B,1/14/15,2/16/15,33,2/23/15,2/23/15,No,OR,4/10/15,86,5/6/15,112,72,113
"PP, NON CC",NSC,EB1A,1/12/15,2/10/15,,2/27/15,2/27/15,,,3/30/15,77,4/30/15,108,62,108
"PP, NON CC",NSC,EB1A,1/12/15,2/6/15,25,2/24/15,2/24/15,No,CO,4/7/15,85,Blessing,864,,
"PP, nonCC",NSC,EB1A,1/12/15,,,,,No,MI,4/17/15,95,6/4/15,143,,143
"PP, nonCC",NSC,EB1A,1/9/15,2/18/15,40,2/26/15,2/26/15,No,MI,4/6/15,87,5/22/15,133,85,133
"PP, nonCC",NSC,EB1A,1/8/15,2/8/15,30,2/17/15,2/17/15,No,OH,4/6/15,88,5/14/15,126,86,126
"PP, nonCC",NSC,EB1B,1/7/15,1/31/15,24,2/18/15,2/9/15,Yes,CA,3/26/15,78,5/21/15,134,101,134
"PP, nonCC",NSC,EB1A,1/6/15,1/30/15,24,2/18/15,2/18/15,No,CA,4/6/15,90,10/16/15,283,240,283
"PP, nonCC",NSC,EB1A,1/6/15,2/6/15,31,2/17/15,2/17/15,,AZ,4/6/15,90,7/14/15,189,147,189
"PP, nonCC",NSC,EB1A,1/6/15,1/23/15,17,2/11/15,2/3/15,Yes,AZ,4/11/15,95,2/25/16,415,387,415
"PP,nonCC",NSC,EB1A,1/5/15,1/23/15,18,2/9/15,2/9/15,No,CA,4/6/15,91,5/30/15,145,110,145
"PP, CC",NSC,EB1B,1/2/15,2/4/15,32,2/11/15,2/15/15,No,,3/31/15,88,5/12/15,130,86,130
"PP, nonCC",NSC,EB1A,12/31/14,1/30/15,30,2/17/15,2/9/15,Yes,CA,4/7/15,97,5/18/15,138,98,138
"PP, nonCC",NSC,EB1B,12/31/14,1/30/15,30,2/19/15,2/19/15,No,CA,4/7/15,97,Blessing,876,,
"PP, nonCC",NSC,EB1B,12/31/14,,,,,No,CA,4/7/15,97,7/20/15,201,,201
"nonPP, nonCC",NSC,EB1A,12/29/14,,,2/5/15,2/5/15,No,CA,4/7/15,99,5/29/15,151,113,151
"nonPP, nonCC",NSC,EB1B,12/29/14,2/4/15,37,2/12/15,2/7/15,Yes,IN,4/9/15,101,6/25/15,178,138,178
"PP, nonCC",NSC,EB1B,12/29/14,1/23/15,26,2/11/15,2/11/15,No,CA,4/8/15,100,Blessing,878,,
"PP, CC",NSC,EB1B,12/26/14,,,,2/11/15,No,CA,4/23/15,118,5/7/15,132,85,132
,NSC,,12/26/14,,,,2/5/15,,,4/6/15,101,6/6/15,162,121,162
"PP, nonCC",NSC,EB1A,12/24/14,1/23/15,32,2/6/15,2/6/15,No,CA,3/25/15,91,5/1/15,128,84,128
"PP, nonCC",NSC,EB1A,12/24/14,,,2/3/15,2/3/15,No,CA,4/1/15,98,4/29/15,126,85,126
"PP, nonCC",NSC,EB1A,12/23/14,1/23/15,31,2/11/15,2/11/15,No,IL,3/25/15,92,4/30/15,128,78,128
"PP, nonCC",NSC,EB1A,12/23/14,1/23/15,31,2/10/15,2/4/15,Yes,IN,3/24/15,91,7/17/15,206,163,206
"PP, nonCC",NSC,EB1B,12/23/14,1/23/15,31,2/11/15,2/11/15,No,,3/23/15,90,5/6/15,134,84,134
PP CC,NSC,EB1B,12/23/14,2/10/15,49,2/19/15,2/19/15,No,CA,3/26/15,93,4/27/15,125,67,125
,NSC,,12/23/14,,,,2/11/15,,,3/30/15,97,4/30/15,128,78,128
"PP, no CC",NSC,EB1A,12/22/14,1/23/15,32,2/6/15,1/28/15,Yes,CA,,,Blessing,885,,
"PP, nonCC",NSC,EB1A,12/22/14,,,2/2/15,1/28/15,Yes,WA,3/18/15,86,5/6/15,135,98,135
"PP, CC",NSC,EB1B,12/22/14,1/14/15,23,1/27/15,1/27/15,Yes,CA,2/23/15,63,6/2/15,162,126,162
"PP, nonCC",NSC,EB1B,12/22/14,1/22/15,31,2/6/15,2/13/15,Yes,CA,3/5/15,73,4/30/15,129,76,129
"PP, nonCC",NSC,EB1B,12/18/14,1/16/15,29,2/6/15,1/27/15,Yes,CA,4/1/15,104,4/27/15,130,90,130
"PP, nonCC",NSC,EB1A,12/17/14,1/13/15,30,1/27/15,1/27/15,No,CA,3/28/15,101,5/21/15,155,114,155
"PP, nonCC",NSC,EB1A,12/12/14,1/16/15,35,2/6/15,1/28/15,Yes,CA,3/3/15,81,5/12/15,151,104,151
"PP, nonCC",NSC,EB1A,12/12/14,,,1/20/15,1/20/15,No,IL,2/10/15,60,5/4/15,143,104,143
"PP, nonCC",NSC,EB1B,12/12/14,1/16/15,35,2/6/15,2/6/15,No,CA,3/4/15,82,6/8/15,178,122,178
"PP, nonCC",NSC,EB1A,12/11/14,1/16/15,36,2/2/15,2/2/15,Yes,CA,3/2/15,76,4/27/15,137,84,137
"PP, nonCC",NSC,EB1B,12/11/14,1/23/15,43,2/6/15,2/4/15,No,CA,2/27/15,78,5/4/15,144,89,144
"nonPP, CC",NSC,EB1A,12/10/14,,,,,No,MN,2/27/15,79,6/6/15,178,,178
"PP, nonCC",NSC,EB1A,12/9/14,2/10/15,63,1/26/15,1/26/15,No,NV,2/10/15,63,6/18/15,191,143,191
,NSC,,12/5/14,,,,,,,,76,4/27/15,143,,143
"nonPP, nonCC",NSC,EB1A,12/4/14,1/5/15,32,1/13/15,1/13/15,No,CA,2/24/15,82,5/18/15,165,125,165
"nonPP, nonCC",NSC,EB1A,12/4/14,,,1/13/15,1/13/15,No,CA,2/26/15,84,4/24/15,141,101,141
"PP, nonCC",NSC,EB1A,12/4/14,12/26/14,22,1/14/15,1/5/15,Yes,OH,2/10/15,68,4/24/15,141,109,141
"PP, nonCC",NSC,EB1B,12/4/14,1/2/15,29,1/14/15,1/14/15,No,CA,2/17/15,75,5/13/15,160,119,160
"PP, CC",NSC,EB1B,12/4/14,2/5/15,63,2/18/15,2/18/15,No,CA,2/26/15,84,5/20/15,167,91,167
"PP, nonCC",NSC,EB1A,12/1/14,12/26/14,25,1/16/15,1/16/15,No,MI,4/6/15,126,4/24/15,144,98,144
,NSC,,11/28/14,,,,1/5/15,,,,,4/27/15,150,112,150
,NSC,,11/26/14,,,,,,,2/10/15,76,4/24/15,149,,149
,NSC,,11/24/14,,,,1/6/15,,IL,,,4/24/15,151,108,151
"PP,nonCC",NSC,EB1A,11/20/14,12/17/14,27,12/30/14,12/22/14,W,,2/17/15,89,5/13/15,174,142,174
"PP,nonCC",NSC,EB1B,11/20/14,12/5/14,,1/14/15,1/14/15,,IL,,,Blessing,917,,
,NSC,,11/20/14,,,,1/13/15,,,,,4/29/15,160,106,160
,NSC,EB1B,11/17/14,,,,12/30/14,,,,,4/21/15,155,112,155
,NSC,,11/17/14,,,1/5/15,1/5/15,,,,,4/13/15,147,98,147
"PP, nonCC",NSC,EB1A,11/14/14,12/19/14,35,1/8/15,12/29/14,No,CA,1/22/15,69,4/25/15,162,117,162
"PP, nonCC",NSC,EB1B,11/14/14,,,1/9/15,1/9/15,,CA,1/22/15,69,4/29/15,166,110,166
,NSC,EB1B,11/14/14,,,,1/16/15,,,1/29/15,76,5/1/15,168,105,168
,NSC,,11/14/14,,,12/30/14,12/30/14,no,,1/22/15,69,4/24/15,161,115,161
,NSC,,11/14/14,,,,1/9/15,,,,,4/29/15,166,110,166
"PP, nonCC",NSC,EB1A,11/13/14,12/12/14,29,12/30/14,12/19/14,W,IL,,,Blessing,924,,
"PP, nonCC",NSC,EB1A,11/13/14,,,12/23/14,12/23/14,W,,,,4/21/15,159,119,159
"PP, nonCC",NSC,EB1B,11/13/14,12/5/14,22,12/22/14,12/22/14,No,,,,4/27/15,165,126,165
,NSC,,11/13/14,,,,12/20/14,W,,1/28/15,76,4/29/15,167,130,167
"nonPP, nonCC",NSC,EB1A,11/12/14,12/28/14,46,1/8/15,1/8/15,No,MI,1/28/15,77,5/18/15,187,130,187
"PP, nonCC",NSC,EB1B,11/12/14,12/12/14,30,12/30/14,12/30/14,No,,1/22/15,71,7/17/15,247,199,247
,NSC,,11/12/14,,,,12/23/14,,,2/3/15,83,4/23/15,162,121,162
"PP, nonCC",NSC,EB1B,11/10/14,12/19/14,39,12/31/14,12/24/14,W,CA,1/22/15,73,4/25/15,166,122,166
,,,11/10/14,,,,,,,,,4/20/15,161,,161
"PP, nonCC",NSC,EB1A,11/6/14,,,12/30/15,,,,1/23/15,78,Blessing,931,,
"PP, nonCC",NSC,EB1A,11/6/14,,,12/XX/2014,,,,2/2/15,88,4/15/15,160,,160
"PP, nonCC",NSC,EB1B,11/4/14,12/8/14,34,12/18/14,12/18/14,No,MN,1/29/15,86,5/6/15,183,139,183
,NSC,,11/4/14,12/5/14,,,12/6/14,W,,1/23/15,80,4/20/15,167,135,167
"nonPP, CC",NSC,EB1A,11/3/14,12/5/14,32,12/17/14,12/17/14,,,1/19/15,77,5/12/15,190,146,190
"PP, nonCC",NSC,EB1A,10/31/14,11/30/14,30,12/12/14,12/5/14,W,CA,1/21/15,82,Blessing,937,,
,NSC,,10/31/14,,,,12/5/14,W,,1/14/15,75,4/13/15,164,129,164
,NSC,,10/31/14,,,,,,,,,4/27/15,178,,178
PP.nonCC,NSC,EB1B,10/29/14,,,,12/13/14,,,1/14/15,77,4/10/15,163,118,163
"nonPP, CC",,EB1B,10/28/14,11/14/14,17,12/5/14,12/5/14,Failed twice,NV,1/15/15,79,5/7/15,191,153,191
"PP, nonCC",NSC,EB1A,10/27/14,12/2/14,36,,12/2/14,No,CA,1/22/15,87,Blessing,941,,
nonCC,NSC,EB1B,10/27/14,12/2/14,36,12/2/14,12/2/14,No,,1/23/15,88,4/10/15,165,129,165
"nonPP, nonCC",NSC,EB1A,10/26/14,,,,11/24/14,,,,,4/27/15,183,154,183
"PP, nonCC",NSC,EB1A,10/24/14,11/22/14,36,12/5/14,12/5/14,No,AZ,1/22/15,90,5/20/15,208,166,208
,NSC,,10/24/14,11/14/14,36,12/5/14,12/5/14,No,,1/14/15,82,4/29/15,187,145,187
